coaster_name,Length,Speed,Location,Status,Opening date,Type,Manufacturer,Height restriction,Model,Height,Inversions,Lift/launch system,Cost,Trains,Park section,Duration,Capacity,G-force,Designer,Max vertical angle,Drop,Soft opening date,Fast Lane available,Replaced,Track layout,Fastrack available,Soft opening date.1,Closing date,Opened,Replaced by,Website,Flash Pass Available,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Flash Pass available,Acceleration,Restraints,Name,year_introduced,latitude,longitude,Type_Main,opening_date_clean,speed1,speed2,speed1_value,speed1_unit,speed_mph,height_value,height_unit,height_ft,Inversions_clean,Gforce_clean
Flying Fish (roller coaster),767 ft (234 m),16.8 mph (27.0 km/h),Thorpe Park,Operating,1984Opened10 March 2007Reopened,Steel,Mack Rides,90 cm (2 ft 11 in),Powered,20 ft (6.1 m),0,Powered coaster,£1 million Rebuild,"1 train containing 10 cars. Riders are seated 2 across in 2 rows, with only 1 row in the first car, for a total of 38 riders per train.",,,"1,100 riders per hour",2.1,Blauer Enzian,,13 ft (4.0 m),,,,,Fastrack available,,,,,Official website,,Must transfer from wheelchair,,,,,,,,1984,51.4052,-0.5139,Steel,1984-01-01,16.8 mph ,27.0 km/h,16.8,mph,16.8,20.0,ft,,0,2.1
King Cobra (roller coaster),"2,219 ft (676 m)",50 mph (80 km/h),Kings Island,Removed,"April 22, 1984",Steel – Stand-up,TOGO,,Stand Up,95 ft (29 m),1,Chain,"3,000,000 USD",,Action Zone,2:00,1250 riders per hour,,James Rogan,53°,90 ft (27 m),,,,Steel,,,"November 5, 2001",,"SlingShot, Delirium (ride), Banshee (roller coaster)",,,,,,,,,,,1984,39.345,-84.2659,Steel,1984-04-22,50 mph ,80 km/h,50.0,mph,50.0,95.0,ft,,1,
Sea Serpent (Morey's Piers),935 ft (285 m),47 mph (76 km/h),Morey's Piers,Operating,1984,Steel – Shuttle,Vekoma,48 in (122 cm),Boomerang,125 ft (38 m),3,Cable lift hill,"$1,500,000 USD",,Mariner's Landing Pier,1:48,760 riders per hour,5.2,Vekoma,,116.5 ft (35.5 m),,,,Boomerang,,,,,,,,,,,,,,,,1984,38.9858,-74.8097,Steel,1984-01-01,47 mph ,76 km/h,47.0,mph,47.0,125.0,ft,,3,5.2
Steamin' Demon,"1,565 ft (477 m)",45 mph (72 km/h),Great Escape,Operating,"May 26, 1984[1]",Steel,Arrow Dynamics,48 in (122 cm),,95 ft (29 m),3,Chain lift hill,,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Ghosttown,37 seconds,,,,,,,,,,,,,,,,,,,,,,,,,1984,43.3513,-73.6927,Steel,1984-05-26,45 mph ,72 km/h,45.0,mph,45.0,95.0,ft,,3,
Tig'rr Coaster,"1,765 ft (538 m)",31.1 mph (50.1 km/h),Indiana Beach,Operating,1984,Steel,Anton Schwarzkopf,54 in (137 cm),Jet Star,44.25 ft (13.49 m),0,,,3 trains with a single car. Riders are arranged 1 across in 4 rows for a total of 4 riders per train.,,,,,Werner Stengel,,,,,,,,,,,,,,,,,,,,,,1984,40.7903,-86.7706,Steel,1984-01-01,31.1 mph ,50.1 km/h,31.1,mph,31.1,44.25,ft,,0,
Ultra Twister (Nagashima Spa Land),,,Nagashima Spa Land,Operating,1989,Steel – Pipeline,TOGO,48 in (122 cm),Ultra Twister,,3,Vertical Chain lift,,,,1:18,,,,85°,,,,,,,,,,,,,,,,,,,,,1984,35.0285,136.7326,Steel,1989-01-01,,,,,,,,,3,
La Vibora,"1,490 ft (450 m)",32 mph (51 km/h),Other,,,Steel,Intamin,42 in (107 cm),Swiss Bob,60 ft (18 m),0,,$9 million,,Mexico and Spain,1:30,600-675 riders per hour,,,,,,,,,,,1985,,Shockwave,,Flash Pass Available,,,Single rider line available,,,,,,1984,,,Steel,,32 mph ,51 km/h,32.0,mph,32.0,60.0,ft,,0,
XLR-8,"3,000 ft (910 m)",34.1 mph (54.9 km/h),Six Flags AstroWorld,Removed,"May 12, 1984",Steel – Suspended,Arrow Dynamics,42 in (107 cm),Suspended roller coaster,81 ft (25 m),0,,$3.2 million,,,3:00,,,,,,,,,,,,"October 30, 2005",,,,,,,,,,,,,1984,29.6748,-95.4056,Steel,1984-05-12,34.1 mph ,54.9 km/h,34.1,mph,34.1,81.0,ft,,0,
The Bush Beast,"975.3 m (3,200 ft)",90 km/h (56 mph),Wonderland Sydney,Removed,7 December 1985,Wood – Out and back,Taft Broadcasting,,,27.5 m (90 ft),0,Chain lift hill,,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,2:30,880 riders per hour,,,,,,,,Double Out and back Figure 8[1],,,26 April 2004,,,,,,,,,,,,,1985,-33.8008,150.8512,Wood,1985-12-07,90 km/h ,56 mph,90.0,km/h,55.9,27.5,m,90.2,0,
Disaster Transport,"1,932 ft (589 m)",40 mph (64 km/h),Cedar Point,Removed,1985,Steel – Enclosed – Bobsled,Intamin,46 in (117 cm),Swiss Bob,63 ft (19 m),0,Chain,$3.4 million USD to build (1985)$4 million USD to renovate (1990),5 trains with a single car. Riders are arranged 2 across in 5 rows for a total of 10 riders per train.,,2:32,"1,800 riders per hour",2.7,,27°,50 ft (15 m),,,,Custom,,,"July 29, 2012",,GateKeeper,,,,,,,,,,,1985,41.4811,-82.6794,Steel,1985-01-01,40 mph ,64 km/h,40.0,mph,40.0,63.0,ft,,0,2.7
Flashback (Six Flags Magic Mountain),"1,900 ft (580 m)",35 mph (56 km/h),Other,,,Steel,Intamin,48 in (122 cm),Space Diver,86 ft (26 m),0,Chain lift hill,"$4,000,000[2]",3 trains with 5 cars. Riders are arranged 4 across in a single row for a total of 20 riders per train.,Six Flags Plaza,1:30,"1,100 riders per hour",3,Werner Stengel,89°,34 ft (10 m),,,,,,,,,,,,,,,,,,,,1985,,,Steel,,35 mph ,56 km/h,35.0,mph,35.0,86.0,ft,,0,3.0
Freestyle (roller coaster),"390.99 m (1,282.8 ft)",82 km/h (51 mph),Other,,,Steel – Stand-up,TOGO,140 cm (4 ft 7 in),Stand-up,26.8 m (88 ft),1,Chain lift hill,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:32,,,,,25.6 m (84 ft),,,,,,,"September 1, 2014",,Yukon Striker,,,,,,,,,,,1985,,,Steel,,82 km/h ,51 mph,82.0,km/h,51.0,26.8,m,87.9,1,
Kikkerachtbaan,"360 m (1,180 ft)",36 km/h (22 mph),Duinrell,Operating,1985,Steel,Zierer,120 cm (3 ft 11 in),,8 m (26 ft),0,,,,,1:10 m,1250 riders per hour,,,97°,,,,,,,,,,,,,,,,,,,,,1985,52.1466,4.379,Steel,1985-01-01,36 km/h ,22 mph,36.0,km/h,22.4,8.0,m,26.2,0,
Klondike Gold Mine (roller coaster),,,Other,,,Steel,Pinfari,,ZL42,,1,,,,,,,,Pinfari,,,,,,,,,,,,,,,,,,,,,,1985,,,Steel,,,,,,,,,,1,
Shaman (roller coaster),"2,296.7 ft (700.0 m)",43.5 mph (70.0 km/h),Gardaland,Operating,1985,Steel,Vekoma,120–205 cm (3 ft 11 in–6 ft 9 in),Double Loop with Corkscrew,98.5 ft (30.0 m),4,Chain lift hill,,,Energy,2 min,1000 riders per hour,,Vekoma,,,,,,,,,,,,,,,,,,,,,,1985,45.4567,10.7072,Steel,1985-01-01,43.5 mph ,70.0 km/h,43.5,mph,43.5,98.5,ft,,4,
Mindbender (Galaxyland),"1,279.5 m (4,198 ft)",96.5 km/h (60.0 mph),Galaxyland,closed for maintenance as of july 30 no reopening date known,"December 20, 1985",Steel – Twister,Anton Schwarzkopf,59–77 in (150–196 cm),Sitting Coaster,44.2 m (145 ft),3,Wheel lift lift hill,"$6,000,000",4 trains with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,,1:13,430 riders per hour,5.2,Werner Stengel,,38.7 m (127 ft),,,,Indoor Twister,,,,,,Official website,,,,,,,,,,1985,53.5236,-113.6203,Steel,1985-12-20,96.5 km/h ,60.0 mph,96.5,km/h,60.0,44.2,m,145.0,3,5.2
Le Monstre,"3,996.1 ft (1,218.0 m)",59.7 mph (96.1 km/h),Other,Operating,"July 20, 1985 (one side) 1986 (other side)",Wood – Racing,Martin & Vleminckx,52 in (132 cm),,130.9 ft (39.9 m),0,Chain,,4 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,,,,William Cobb & Associates,,,,,,,,,,,,,Flash Pass Available,,,,,,,,,1985,45.525,-73.5333,Wood,1985-07-20,59.7 mph ,96.1 km/h,59.7,mph,59.7,130.9,ft,,0,
Phoenix (roller coaster),"3,200 ft (980 m)",45 mph (72 km/h),Knoebels Amusement Resort,Operating,"June 15, 1985",Wood,Philadelphia Toboggan Coasters,42 in (107 cm),,78 ft (24 m),0,Chain lift hill,"$1,500,000",,,2:00,720 riders per hour,,"Herbert Paul Schmeck, 1947",,72 ft (22 m),,,,Double Out and Back,,,,,,,,,,,,,,,,1985,40.8783,-76.5064,Wood,1985-06-15,45 mph ,72 km/h,45.0,mph,45.0,78.0,ft,,0,
Steel First,,,Other,,1985,Steel – Junior,Allan Herschell Company,34 in (86 cm),Little Dipper,,,,,Single train with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,,,,,,,,,,,Oval,,,,,Dragon Coaster,,,,,,,,,,,1985,,,Steel,1985-01-01,,,,,,,,,0,
Swiss Bob,"1,778.22 ft (542.00 m)",37.28 mph (60.00 km/h),Efteling,Removed,4 April 1985,Steel – Bobsled,Intamin,47.3 in (120 cm),Swiss Bob,65.62 ft (20.00 m),0,Chain lift,,,Anderrijk,2.10 minutes,750 riders per hour,,Giovanola,80°,,27 March 1985,,,Bobsled,,27 March 1985,1 September 2019[1],,Max & Moritz,,,,,Single rider line available,,,,,,1985,51.648,5.0474,Steel,1985-04-04,37.28 mph ,60.00 km/h,37.28,mph,37.3,65.62,ft,,0,
Texas Tornado (roller coaster),"2,050 ft (620 m)",,Wonderland Park (Texas),Operating,1985,Steel,Hopkins Rides,50 in (127 cm),,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,35.2437,-101.8321,Steel,1985-01-01,,,,,,,,,2,
The Beastie (Wonderland Sydney),,,"Eastern Creek, New South Wales, New South Wales, Australia",,,Other,,,,,,,,,,,,,,,,,,,,,,,7 December 1985,,,,,,,,,,,,1985,-33.8012,150.8475,Other,,,,,,,,,,0,
Wild Mouse (Idlewild),"1,640 ft (500 m)",30 mph (48 km/h),Idlewild and Soak Zone,Operating,1985 (original)1993 (current location)[1],Steel,Vekoma,48 in (122 cm),,56 ft (17 m),0,Chain lift,,,,,,,,,,,,,Wild mouse,,,,,,,,,,,,,,,,1985,40.2598,-79.2799,Steel,1985-01-01,30 mph ,48 km/h,30.0,mph,30.0,56.0,ft,,0,
Eureka Mountain Mine Ride,300 m (980 ft),48 km/h (30 mph),Dreamworld,Removed,11 December 1986,Steel – Wild Mouse – Enclosed,HyFab,,,12 m (39 ft),0,Chain lift hill,,Multiple trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Gold Rush Country,1:10,,,,,7 m (23 ft),,,,,,,7 November 2006,,Steel Taipan (partially),,,,,,,,,Seat belt,,1986,-27.8626,153.3158,Steel,1986-12-11,48 km/h ,30 mph,48.0,km/h,29.8,12.0,m,39.4,0,
The Grizzly,"3,250 ft (990 m)",55 mph (89 km/h),California's Great America,Operating,1986,Wood,Kings Island,48 in (122 cm),,91 ft (28 m),0,Chain,,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Action Zone,2:40,,,Curtis D. Summers,,88 ft (27 m),,Fast Lane available,,Double out and back,,,,,,,,,,,,,,,,1986,37.393,-121.9714,Wood,1986-01-01,55 mph ,89 km/h,55.0,mph,55.0,91.0,ft,,0,
Shockwave (Kings Dominion),"2,231 ft (680 m)",50 mph (80 km/h),Kings Dominion,Removed,"March 23, 1986",Steel – Stand-up,TOGO,Must be able to straddle seat with feet on floor.,Stand-up,95 ft (29 m),1,Chain lift hill,"$4,000,000[1]",2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Candy Apple Grove,2:00,960 riders per hour,,TOGO,52°,,,,Galaxie,Custom,,,"August 9, 2015",,Delirium,,,,,,,,,,,1986,37.8386,-77.4447,Steel,1986-03-23,50 mph ,80 km/h,50.0,mph,50.0,95.0,ft,,1,
Silver Bullet (Frontier City),"1,942 ft (592 m)",47.8 mph (76.9 km/h),Other,,,Steel,Anton Schwarzkopf,42 in (107 cm),Looping Star,80 ft (24 m),1,Chain lift hill,,,,,1700 riders per hour,,Werner Stengel,,75 ft (23 m),,,,Custom,,,,,,,,,,,,,,,,1986,,,Steel,,47.8 mph ,76.9 km/h,47.8,mph,47.8,80.0,ft,,1,
Thunder Run (Canada's Wonderland),"330 m (1,080 ft)",64 km/h (40 mph),Canada's Wonderland,Operating,"May 23, 1981 as Blauer Enzian, 1986 as Thunder Run",Steel – Powered – Mine Train,Mack Rides,102 cm (3 ft 4 in),,10 m (33 ft),0,,$2.7M est.,Single train with 10 cars. Riders are arranged 2 across in 2 rows for a total of 40 riders per train.,International Festival,1:24,,,,,,,,,,,,,,,,,,,,,,,,,1986,43.8427,-79.5423,Steel,1981-05-23,64 km/h ,40 mph,64.0,km/h,39.8,10.0,m,32.8,0,
Ultra Twister (Six Flags),"1,421 ft (433 m)",44 mph (71 km/h),Other,,,Steel – Pipeline,TOGO,48 in (122 cm),Ultratwister,96.8 ft (29.5 m),3,Chain lift hill,"$3,000,000[1]",7 cars. Riders arranged 2 across in 3 rows for a total of 6 riders per car.,Frontier Adventures,1:40,,,,85°,92 ft (28 m),,,,,,,,,Viper,,,,,,,,,,,1986,,,Steel,,44 mph ,71 km/h,44.0,mph,44.0,96.8,ft,,3,
La Vibora,"1,490 ft (450 m)",32 mph (51 km/h),Other,,,Steel,Intamin,42 in (107 cm),Swiss Bob,60 ft (18 m),0,,$9 million,,Mexico and Spain,1:30,600-675 riders per hour,,,,,,,,,,,1985,,Shockwave,,Flash Pass Available,,,Single rider line available,,,,,,1986,,,Steel,,32 mph ,51 km/h,32.0,mph,32.0,60.0,ft,,0,
The Bat (Canada's Wonderland),,,Other,,,Other,,,,,,,,,,,,,,,,,,,,,,,"May 23, 1981",,,,,,,,,,,,1987,43.8442,-79.5414,Other,,,,,,,,,,0,
Big Thunder Mountain Railroad,,35 mph (56 km/h),Other,,,Steel – Mine Train,"Arrow Development (California and Florida)Dynamic Structures (2014 California rebuild)Vekoma (Paris, Tokyo)",40 in (102 cm),Mine Train,104 ft (32 m),0,Chain lift hill,,,,~3:00,,,Walt Disney Imagineering,,,,,Mine Train Through Nature's Wonderland,Custom,,,,,,,,Must transfer from wheelchair,,Single rider line available,,,,Single Lap Bar,,1987,,,Steel,,35 mph ,56 km/h,35.0,mph,35.0,104.0,ft,,0,
Big Thunder Mountain Railroad (Tokyo Disneyland),,35 mph (56 km/h),Other,,,Steel – Mine Train,"Arrow Development (California and Florida)Dynamic Structures (2014 California rebuild)Vekoma (Paris, Tokyo)",40 in (102 cm),Mine Train,104 ft (32 m),0,Chain lift hill,,,,~3:00,,,Walt Disney Imagineering,,,,,Mine Train Through Nature's Wonderland,Custom,,,,,,,,Must transfer from wheelchair,,Single rider line available,,,,Single Lap Bar,,1987,,,Steel,,35 mph ,56 km/h,35.0,mph,35.0,104.0,ft,,0,
Canobie Corkscrew,,45 mph (72 km/h),Canobie Lake Park,Removed,"1975 (Chicago Loop), 1982 (Corkscrew), 1987 (Canobie Lake Corkscrew)",Steel,Arrow Development,48 in (122 cm),Corkscrew,73 ft (22 m),2,Chain lift hill,,,,1:30,,,,,,,,,,,,2021,,,,,,,,,,,,,1987,42.7935,-71.2499,Steel,1975-01-01,45 mph ,72 km/h,45.0,mph,45.0,73.0,ft,,2,
Dreamcatcher (roller coaster),"600 m (2,000 ft)",,Bobbejaanland,Operating,1987,Steel – Suspended,Vekoma,120 cm (3 ft 11 in),,25 m (82 ft),0,,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,,,,,,,,,,,,,,,,,,,,,,,,,,1987,51.1993,4.909,Steel,1987-01-01,,,,,,25.0,m,82.0,0,
Iron Dragon (roller coaster),"2,800 ft (850 m)",40 mph (64 km/h),Cedar Point,Operating,"June 11, 1987",Steel – Suspended,Arrow Dynamics,48 in (122 cm),Suspended Coaster,76 ft (23 m),0,Two chain lift hills,"$4,000,000 USD",2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Millennium Midway,2:40,"2,000 riders per hour",,Ron Toomer,,,,,,Terrain roller coaster,,,,,,,,,,,,,,,,1987,41.4822,-82.6852,Steel,1987-06-11,40 mph ,64 km/h,40.0,mph,40.0,76.0,ft,,0,
Knightmare (Camelot),,40 mph (64 km/h),Other,Removed,,Other,Zierer,130 cm (4 ft 3 in),,87 ft (27 m),,,"£3,000,000",,,,,5,Anton Schwarzkopf,,,,,,,,,,,,,,,,,,,,,Bavarian Mountain Railroad,1987,,,Other,,40 mph ,64 km/h,40.0,mph,40.0,87.0,ft,,0,5.0
Lisebergbanan,"1,548 m (5,079 ft)",80 km/h (50 mph),Liseberg,Operating,18 April 1987,Steel,Zierer,,Custom steel,45 m (148 ft),0,Chain lift hill,,5 trains with 11 cars. Riders are arranged 2 across in a single row for a total of 22 riders per train.,,,2000 riders per hour,3,"Werner Stengel, Anton Schwarzkopf",,,,,,,,,,,,,,,,,,,,,,1987,57.695,11.9925,Steel,1987-04-18,80 km/h ,50 mph,80.0,km/h,49.7,45.0,m,147.6,0,3.0
Raptor Attack,"1,837 ft (560 m)",40 mph (64 km/h),Lightwater Valley,Closed in 2021,2 April 1987 (as Rat Ride)4 April 2010 (as Raptor Attack),Steel – Enclosed,Anton Schwarzkopf,120 cm (3 ft 11 in),Wildcat (45m),50 ft (15 m),0,Chain lift hill,,a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,,1:25,,,Werner Stengel,,35 ft (11 m),,,,,,,,,,,,,,,,,,,,1987,54.1739,-1.5687,Steel,1987-04-02,40 mph ,64 km/h,40.0,mph,40.0,50.0,ft,,0,
Runaway Train (roller coaster),259 m (850 ft),22.4 mph (36.0 km/h),Chessington World of Adventures,Operating,7 June 1987 as Runaway Train 19 March 2014 as Scorpion Express,Steel – Powered,Mack Rides,90 cm (2 ft 11 in),Blauer Enzian,4.7 m (15 ft),0,,"GB£300,000 (equivalent to £850,047 in 2019)",Single train with 10 cars. Riders are arranged 2 across in 2 rows for a total of 40 riders per train.,Mexicana,105 seconds,700 riders per hour,,,,,,,,,Fastrack available,,,,,,,,,,,,,,,1987,51.3494,-0.318,Steel,1987-06-07,22.4 mph ,36.0 km/h,22.4,mph,22.4,4.7,m,15.4,0,
Scorpion Express,259 m (850 ft),22.4 mph (36.0 km/h),Chessington World of Adventures,Operating,7 June 1987 as Runaway Train 19 March 2014 as Scorpion Express,Steel – Powered,Mack Rides,90 cm (2 ft 11 in),Blauer Enzian,4.7 m (15 ft),0,,"GB£300,000 (equivalent to £850,047 in 2019)",Single train with 10 cars. Riders are arranged 2 across in 2 rows for a total of 40 riders per train.,Mexicana,105 seconds,700 riders per hour,,,,,,,,,Fastrack available,,,,,,,,,,,,,,,1987,51.3494,-0.318,Steel,1987-06-07,22.4 mph ,36.0 km/h,22.4,mph,22.4,4.7,m,15.4,0,
Skyliner (roller coaster),"2,400 ft (730 m)",40 mph (64 km/h),Other,,,Wood – Family,Philadelphia Toboggan Coasters,,,60 ft (18 m),,,,Single train with 3 cars. Riders are arranged 2 across in 3 rows for a total of 18 riders per train.,,,,,John C. Allen,52°,45 ft (14 m),,,,Double Out and Back,,,1985,,,,,,,,,,,,,1987,,,Wood,,40 mph ,64 km/h,40.0,mph,40.0,60.0,ft,,0,
La Vibora,"1,490 ft (450 m)",32 mph (51 km/h),Other,,,Steel,Intamin,42 in (107 cm),Swiss Bob,60 ft (18 m),0,,$9 million,,Mexico and Spain,1:30,600-675 riders per hour,,,,,,,,,,,1985,,Shockwave,,Flash Pass Available,,,Single rider line available,,,,,,1987,,,Steel,,32 mph ,51 km/h,32.0,mph,32.0,60.0,ft,,0,
Vortex (Kings Island),"3,800 ft (1,200 m)",55 mph (89 km/h),Kings Island,Removed,"April 11, 1987",Steel,Arrow Dynamics,48 in (122 cm),Custom Looping Coaster,148 ft (45 m),6,Chain lift hill,"$4,000,000 USD",3 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Coney Mall,2:30,"1,600 riders per hour",3.9,,55°,138 ft (42 m),,,The Bat,,,,"October 27, 2019",,,,,Must transfer from wheelchair,,,,,,,,1987,39.3407,-84.2642,Steel,1987-04-11,55 mph ,89 km/h,55.0,mph,55.0,148.0,ft,,6,3.9
Woodstock's Express (California's Great America),"1,300 ft (400 m)",,Other,,,Steel,Intamin,42 in (107 cm),,13 ft (4.0 m),0,,,Single train with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Planet Snoopy,,,,,,,,,,,,,1986,,,,,,,,,,,,,1987,40.5793,-75.5326,Steel,,,,,,,13.0,ft,,0,
Avalanche (Blackpool Pleasure Beach),"1,161 ft (354 m)",45 mph (72 km/h),Blackpool Pleasure Beach,Operating,22 June 1988,Steel – Bobsled,Mack Rides,44 in (112 cm),Bobsleigh,59 ft (18 m),0,Chain Lift,"£2,500,000",3 trains with 7 cars. Riders are arranged 2 across in a single row for a total of 14 riders per train.,,1:22,,,,,,,,,,,,,,,,,,,,,,,,,1988,53.7901,-3.0559,Steel,1988-06-22,45 mph ,72 km/h,45.0,mph,45.0,59.0,ft,,0,
Avalanche (Kings Dominion),"3,200 ft (980 m)",41 mph (66 km/h),Kings Dominion,Closed,"March 26, 1988",Steel – Bobsled,Mack Rides,40 in (102 cm),Bobsled,69 ft (21 m),0,Chain-lift,,3 trains with 7 cars. Riders are arranged 1 across in 2 rows for a total of 14 riders per train.,Jungle X-Pedition,1:30,,3.4,,,12 ft (3.7 m),,Fast Lane available,,,,,,,,,,,,,,,,,,1988,37.8401,-77.4407,Steel,1988-03-26,41 mph ,66 km/h,41.0,mph,41.0,69.0,ft,,0,3.4
Bandit (Yomiuriland),"5,118 ft (1,560 m)",68.3 mph (109.9 km/h),Yomiuriland,Operating,"March, 1988",Steel,TOGO,47.24 in (120 cm),Sitdown,167.3 ft (51.0 m),0,Chain lift hill,,,,2:18,1260 riders per hour,,,,,,,,,,,,,,,,,,,,,,,,1988,35.6255,139.5181,Steel,1988-03-01,68.3 mph ,109.9 km/h,68.3,mph,68.3,167.3,ft,,0,
Beast (Alton Towers),,,"Alton, Staffordshire, England",,,Other,,,,,,,,,,,,,,,,,,,,,,,13 April 1860 (as country estate)4 April 1980 (as theme park),,www.AltonTowers.com,,,,,,,,,,1988,52.9875,-1.8908,Other,,,,,,,,,,0,
Boomerang (Six Flags México),935 ft (285 m),47 mph (76 km/h),Other,,,Steel – Boomerang,Vekoma,48 in (122 cm),Boomerang,116.5 ft (35.5 m),3,,,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Hollywood,1:48,760 riders per hour,5.2,Arrow Dynamics,65°,,,,,,,,1986,,,,Flash Pass Available,,,,,,,,,1988,19.2934,-99.2078,Steel,,47 mph ,76 km/h,47.0,mph,47.0,116.5,ft,,3,5.2
Cobra (La Ronde),"2,575 ft (785 m)",48 mph (77 km/h),Other,,,Steel – Stand-up,Intamin,54 in (137 cm),Stand-up roller coaster,87 ft (27 m),1,Chain lift hill,,2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,,,,,,,87 ft (27 m),,,,,,,,,,,Flash Pass Available,,,,,,,,,1988,,,Steel,,48 mph ,77 km/h,48.0,mph,48.0,87.0,ft,,1,
Crazy Bats,"3,851.7 ft (1,174.0 m)",28.9 mph (46.5 km/h),Phantasialand,Operating,"April 1st, 1988",Steel – Enclosed,Vekoma,,Custom MK-900,38.4 ft (11.7 m),,,,4 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Wuze Town,4:00,1600 riders per hour,,Werner Stengel,,,,,,,,,,,,,,,Jungle,,,,,,,1988,50.801,6.878,Steel,1988-04-01,28.9 mph ,46.5 km/h,28.9,mph,28.9,38.4,ft,,0,
Flashback (Six Flags Magic Mountain),"1,900 ft (580 m)",35 mph (56 km/h),Other,,,Steel,Intamin,48 in (122 cm),Space Diver,86 ft (26 m),0,Chain lift hill,"$4,000,000[2]",3 trains with 5 cars. Riders are arranged 4 across in a single row for a total of 20 riders per train.,Six Flags Plaza,1:30,"1,100 riders per hour",3,Werner Stengel,89°,34 ft (10 m),,,,,,,,,,,,,,,,,,,,1988,,,Steel,,35 mph ,56 km/h,35.0,mph,35.0,86.0,ft,,0,3.0
Jetline,"2,624.8 ft (800.0 m)",55.9 mph (90.0 km/h),Gröna Lund,Operating,1988,Steel,Anton Schwarzkopf,,,105 ft (32 m),0,,,,,1:30,"1,300 riders per hour",4.5,Werner Stengel,80°,,,,,,,,,,,,,,,,,,,,,1988,59.3231,18.0956,Steel,1988-01-01,55.9 mph ,90.0 km/h,55.9,mph,55.9,105.0,ft,,0,4.5
Ninja (Six Flags Magic Mountain),"2,700 ft (820 m)",55 mph (89 km/h),Six Flags Magic Mountain,Operating,"May 21, 1988",Steel – Suspended,Arrow Dynamics,42 in (107 cm),Suspended Coaster,60 ft (18 m),0,Chain lift hill,$6 Million USA,3 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Samurai Summit,1:30,"1,600 riders per hour",2.9,Arrow Dynamics,36°,85[1] ft (26 m),,,,Terrain,,,,,,,,Must transfer from wheelchair,,,,Flash Pass available,,,,1988,34.4222,-118.5983,Steel,1988-05-21,55 mph ,89 km/h,55.0,mph,55.0,60.0,ft,,0,2.9
Raging Wolf Bobs,"3,426 ft (1,044 m)",50 mph (80 km/h),Geauga Lake,Removed,"May 28, 1988",Wood,Dinn Corporation,48 in (122 cm),,80 ft (24 m),0,Chain lift hill,"$2,500,000",2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,2:00,,,Curtis D. Summers,50°,,,,,,,,"June 16, 2007",,,,,,,,,,,,,1988,41.3525,-81.3722,Wood,1988-05-28,50 mph ,80 km/h,50.0,mph,50.0,80.0,ft,,0,
Shockwave (Six Flags Great America),"3,900 ft (1,200 m)",65 mph (105 km/h),Six Flags Great America,Removed,"June 3, 1988",Steel,Arrow Dynamics,54 in (137 cm),Megalooper,170 ft (52 m),7,Chain lift,"$6,000,000[1]",,Orleans Place,2:20,2000 riders per hour,,,,155 ft (47 m),,,,,,,2002,,Superman: Ultimate Flight,,,,,,,,,,,1988,42.3712,-87.9343,Steel,1988-06-03,65 mph ,105 km/h,65.0,mph,65.0,170.0,ft,,7,
